cuenta_id,fecha,transaccion,monto,descripcion
101,09-09-2024,deposito,-100,Ingreso de fin de año
107,21/11/2024,depósito,2500,Ingreso de fin de año
112,2024-11-28,depósito,3000,Ingreso extra
104,23-03-2024,compra,,Retiro parcial
101,30-06-2024,compra,-500,
106,2024/04/09,deposito,3000,Compra en tienda
104,2024-11-23,compra,1500,Ingreso mensual
120,2024-08-28,deposito,2500,Ingreso mensual
103,11/09/2024,compra,0,Ingreso mensual
112,12-04-2024,compra,-500,Compra en tienda
119,20/04/2024,retiro,2000,Retiro parcial
118,03-10-2024,deposito,,Ingreso de fin de año
109,12-01-2024,retiro,1000,Retiro parcial
104,05/01/2024,retiro,,Compra en tienda
115,2024/11/15,depósito,-100,Compra en tienda
102,2024/12/08,pago,0,Ingreso navideño
112,09/10/2024,retiro,3000,Ingreso extra
106,2024/05/25,compra,-100,
119,27-01-2024,deposito,2000,Ingreso navideño
118,28/04/2024,deposito,-100,Compra en tienda
111,22/12/2024,compra,2500,Ingreso extra
105,28/01/2024,deposito,2000,Ingreso navideño
106,28-08-2024,retiro,1500,Ingreso extra
103,25-03-2024,compra,,Ingreso navideño
108,2024-01-12,deposito,2500,Compra en tienda
114,26/10/2024,deposito,-100,Ingreso mensual
105,06/04/2024,pago,-100,Ingreso navideño
113,29/05/2024,deposito,1500,
101,17/06/2024,retiro,1500,Ingreso navideño
115,2024-01-03,retiro,-100,Ingreso navideño
104,2024-04-06,retiro,-500,Ingreso navideño
104,2024/04/02,deposito,2500,
103,2024/03/02,compra,1000,Retiro parcial
116,2024/07/08,deposito,1000,Retiro parcial
111,2024/04/14,compra,1000,Ingreso extra
114,2024/11/12,retiro,3000,Ingreso mensual
105,2024/08/13,compra,0,Ingreso extra
103,08-12-2024,retiro,0,Ingreso de fin de año
105,16/05/2024,compra,3000,Ingreso navideño
102,30/06/2024,retiro,0,
105,11/04/2024,deposito,0,Ingreso mensual
110,2024-02-17,retiro,-500,Compra en tienda
102,28-03-2024,compra,2000,Ingreso navideño
105,29/06/2024,retiro,-500,Retiro parcial
104,28-10-2024,compra,3000,Ingreso navideño
104,2024-04-10,retiro,0,Ingreso de fin de año
109,19-03-2024,compra,0,
105,2024-01-15,retiro,2500,Retiro parcial
118,28-03-2024,pago,3000,Ingreso navideño
108,2024-02-06,deposito,3000,Compra en tienda
110,15/09/2024,deposito,1000,Retiro parcial
109,2024/04/06,deposito,0,Ingreso extra
119,2024-12-18,deposito,,
112,24-01-2024,deposito,1000,Compra en tienda
110,24-07-2024,retiro,2500,
111,23/12/2024,deposito,2000,Ingreso mensual
119,14/03/2024,deposito,3000,Ingreso de fin de año
105,16-12-2024,compra,2500,Ingreso de fin de año
110,2024-02-05,compra,-500,Ingreso extra
119,03-04-2024,compra,3000,Compra en tienda
110,2024/10/04,compra,2500,Retiro parcial
119,2024/11/04,deposito,1000,Ingreso extra
101,11-06-2024,retiro,2500,Ingreso navideño
105,21/07/2024,deposito,-500,
104,17-08-2024,deposito,1000,Ingreso extra
105,23/02/2024,deposito,-100,Compra en tienda
105,07-08-2024,deposito,-100,
113,31-08-2024,depósito,-500,Ingreso mensual
103,2024-08-01,deposito,-100,Ingreso navideño
118,12/06/2024,deposito,-500,
113,2024/10/16,depósito,1000,Ingreso mensual
114,17-12-2024,deposito,2000,Retiro parcial
114,2024-12-25,retiro,-500,Retiro parcial
101,03/10/2024,deposito,0,Ingreso de fin de año
118,15-07-2024,depósito,1500,Retiro parcial
117,2024/09/15,compra,-100,Ingreso mensual
104,05-06-2024,retiro,-100,
103,2024/07/26,retiro,2500,Retiro parcial
106,28/07/2024,deposito,1500,Ingreso extra
120,14/12/2024,retiro,-500,Retiro parcial
107,18/08/2024,deposito,-100,Ingreso de fin de año
115,10-03-2024,deposito,-500,
101,2024/07/23,retiro,2500,
110,13/07/2024,retiro,3000,Retiro parcial
102,2024/02/12,retiro,2000,Ingreso navideño
106,02-02-2024,retiro,1500,Ingreso navideño
114,13-06-2024,deposito,3000,Ingreso mensual
113,2024/10/12,compra,-500,
120,2024/11/27,compra,2500,Retiro parcial
117,2024-12-20,pago,-500,Ingreso de fin de año
109,2024/07/24,deposito,-100,Ingreso de fin de año
119,20-04-2024,deposito,0,Retiro parcial
117,2024-09-20,retiro,3000,Compra en tienda
102,13-04-2024,compra,0,Compra en tienda
113,28/08/2024,deposito,1000,Ingreso de fin de año
112,24-10-2024,deposito,1500,Ingreso mensual
120,2024-11-20,compra,1500,Retiro parcial
103,2024-11-22,deposito,3000,Ingreso mensual
110,2024-03-05,compra,-500,Ingreso extra
117,17/07/2024,retiro,0,Ingreso navideño
114,25-10-2024,compra,2000,
111,2024/11/20,deposito,-100,Ingreso mensual
104,10/12/2024,compra,2500,Ingreso mensual
112,2024/11/13,compra,-100,Ingreso navideño
106,04/08/2024,compra,,Compra en tienda
102,2024/12/26,deposito,0,
107,01/11/2024,compra,-500,Ingreso navideño
107,2024-02-05,deposito,2500,
111,2024/10/16,compra,2000,
104,10/10/2024,compra,2500,Ingreso extra
104,02/03/2024,deposito,-500,Ingreso extra
119,2024/06/14,compra,,Ingreso extra
117,2024/02/06,deposito,2000,
101,2024/02/08,compra,-1000,Ingreso navideño
114,2024/05/05,deposito,-100,Ingreso mensual
113,17-03-2024,retiro,-100,Ingreso mensual
112,2024/01/25,retiro,0,Ingreso navideño
104,2024/11/27,retiro,-100,Ingreso de fin de año
115,14/10/2024,retiro,1000,
101,07-07-2024,compra,1000,Retiro parcial
104,15-07-2024,compra,1000,Ingreso de fin de año
102,24-11-2024,pago,2500,Ingreso mensual
117,01-05-2024,deposito,2500,Ingreso de fin de año
102,22/08/2024,deposito,-100,Ingreso extra
102,05-05-2024,compra,1000,Ingreso extra
115,2024-10-30,pago,2500,Ingreso navideño
116,20/05/2024,retiro,0,Ingreso mensual
116,15/04/2024,retiro,1000,Compra en tienda
115,09-12-2024,retiro,1000,Compra en tienda
117,03/02/2024,deposito,2000,Ingreso extra
103,16-10-2024,deposito,1000,Ingreso extra
115,10-09-2024,retiro,1000,Ingreso de fin de año
108,15-06-2024,retiro,3000,
115,01-10-2024,compra,-100,Ingreso mensual
105,2024/05/07,deposito,1000,Compra en tienda
109,2024-03-04,deposito,1500,Compra en tienda
115,2024/02/11,retiro,1000,Ingreso de fin de año
104,15/11/2024,compra,-500,Retiro parcial
112,15-05-2024,deposito,1000,Ingreso de fin de año
119,2024/05/19,deposito,0,Ingreso de fin de año
116,17-02-2024,compra,2500,Retiro parcial
117,17-11-2024,deposito,2500,
112,18-10-2024,retiro,-1000,Retiro parcial
106,24-06-2024,retiro,0,Ingreso navideño
109,15/12/2024,pago,2500,Ingreso extra
106,2024/06/22,retiro,-100,Ingreso mensual
114,19/02/2024,deposito,2000,
114,2024/12/25,compra,1000,Ingreso extra
105,2024/04/05,deposito,2500,Ingreso navideño
101,24-03-2024,depósito,1500,Retiro parcial
109,02-06-2024,deposito,-500,Ingreso extra
106,24-12-2024,compra,-100,Compra en tienda
110,2024/12/10,deposito,,Retiro parcial
116,03/07/2024,compra,,
111,2024-08-01,retiro,3000,Ingreso extra
112,15/02/2024,compra,3000,Ingreso navideño
114,2024/09/10,compra,1500,Ingreso extra
113,26/10/2024,compra,2500,Retiro parcial
111,2024/06/11,deposito,-500,
110,02-03-2024,compra,3000,Ingreso navideño
108,15/03/2024,compra,,Ingreso extra
112,2024/11/07,compra,-500,Ingreso extra
117,2024/01/31,compra,2000,
106,02-10-2024,compra,,
113,2024-08-16,deposito,1500,Compra en tienda
118,2024-08-10,pago,2000,Compra en tienda
116,2024/04/02,retiro,2500,Compra en tienda
109,22-09-2024,retiro,2000,
113,19-03-2024,compra,2000,Ingreso navideño
103,2024/08/01,compra,2000,
120,22/10/2024,retiro,0,Compra en tienda
119,01/10/2024,deposito,-100,
109,2024/01/07,retiro,3000,Compra en tienda
119,10-05-2024,retiro,-100,Compra en tienda
113,2024-05-27,retiro,-1000,Ingreso navideño
110,2024/06/17,retiro,1000,
110,19-02-2024,deposito,0,Ingreso navideño
112,27/04/2024,deposito,2000,Ingreso navideño
112,11-06-2024,compra,-500,Ingreso navideño
115,2024-10-13,retiro,-100,Ingreso de fin de año
108,2024-12-25,deposito,0,
108,05/06/2024,deposito,-500,
114,28/11/2024,retiro,1000,
109,2024/02/17,deposito,-500,Compra en tienda
120,2024-11-12,compra,2000,Ingreso extra
109,18/04/2024,retiro,0,
102,28-04-2024,retiro,1500,Ingreso mensual
105,12-04-2024,retiro,-100,Ingreso navideño
119,2024/01/07,retiro,0,
120,04-11-2024,deposito,-500,
111,2024-12-10,compra,2000,Ingreso extra
106,29-10-2024,deposito,1000,
116,18-06-2024,deposito,-100,Ingreso extra
109,17-09-2024,retiro,2500,Ingreso navideño
111,2024/05/31,retiro,3000,Ingreso extra
116,12-01-2024,retiro,,Compra en tienda
114,2024-05-07,compra,1500,
119,17/12/2024,retiro,-500,Ingreso extra
116,2024-07-05,retiro,1000,Compra en tienda
103,2024/10/24,compra,2000,
120,2024/06/03,deposito,2500,Ingreso mensual
101,2024-07-18,deposito,2500,Ingreso extra
108,16-03-2024,retiro,3000,Ingreso de fin de año
116,27/12/2024,deposito,3000,Ingreso navideño
113,2024-12-11,retiro,1000,Ingreso mensual
109,2024/08/09,deposito,-100,Ingreso navideño
116,30/04/2024,compra,1000,Retiro parcial
104,2024/02/26,deposito,-500,Retiro parcial
105,2024/08/31,retiro,2500,Compra en tienda
115,12-12-2024,compra,3000,Ingreso navideño
109,2024-04-23,depósito,-100,Retiro parcial
102,2024/10/13,retiro,2500,Ingreso extra
105,23/02/2024,retiro,-1000,Ingreso extra
104,22-11-2024,compra,3000,Retiro parcial
107,06/09/2024,pago,3000,
111,30-12-2024,compra,-500,Ingreso de fin de año
117,2024-09-25,depósito,3000,Retiro parcial
117,29/04/2024,retiro,-100,Ingreso de fin de año
103,2024-10-19,deposito,-100,
107,12/12/2024,depósito,2000,Ingreso mensual
107,08/05/2024,retiro,2000,Ingreso navideño
108,09-09-2024,retiro,-100,Ingreso de fin de año
120,2024-03-15,deposito,3000,Ingreso navideño
119,26-06-2024,deposito,0,Ingreso extra
120,12-03-2024,compra,2000,Ingreso de fin de año
111,2024-06-24,retiro,1500,Ingreso navideño
114,04/02/2024,retiro,-100,Ingreso extra
109,22-04-2024,deposito,3000,Ingreso mensual
116,26-01-2024,compra,2000,Retiro parcial
114,13-01-2024,compra,2000,Retiro parcial
108,2024/01/26,retiro,-500,Ingreso de fin de año
105,2024-04-10,retiro,1500,Retiro parcial
107,24-11-2024,retiro,1000,Ingreso mensual
108,2024/03/20,retiro,-500,Compra en tienda
114,2024/12/19,retiro,1000,Ingreso de fin de año
113,2024/05/07,pago,-100,
116,2024-02-05,compra,3000,Ingreso navideño
102,2024/09/10,deposito,0,Compra en tienda
107,19/07/2024,deposito,-100,Ingreso extra
118,2024-09-30,pago,2500,Retiro parcial
101,2024/02/15,depósito,0,Ingreso de fin de año
108,19-06-2024,compra,,Ingreso de fin de año
101,2024-10-28,retiro,3000,Ingreso navideño
112,28/01/2024,compra,3000,
108,25/07/2024,deposito,1000,Ingreso mensual
104,2024-01-15,retiro,,Compra en tienda
120,03-06-2024,compra,3000,Compra en tienda
105,2024/01/07,compra,1000,Ingreso navideño
117,2024-01-13,deposito,2500,Ingreso navideño
105,2024/05/05,compra,,Ingreso navideño
117,02-04-2024,deposito,1500,Ingreso mensual
119,19-11-2024,compra,-100,Ingreso mensual
120,17/12/2024,compra,,
106,07/06/2024,compra,3000,Ingreso mensual
108,2024-08-11,retiro,3000,Ingreso extra
110,15/03/2024,deposito,2000,
113,02-11-2024,compra,2500,
120,2024/02/01,depósito,-100,Ingreso mensual
108,22-06-2024,retiro,0,Ingreso extra
107,2024-04-20,compra,-100,Ingreso extra
108,18/04/2024,deposito,1000,Ingreso navideño
120,2024-03-15,compra,1000,Ingreso navideño
101,15-10-2024,deposito,,Retiro parcial
118,2024/08/25,depósito,0,Ingreso extra
108,2024/12/01,retiro,2500,
110,2024-04-27,compra,0,Ingreso mensual
101,29/01/2024,deposito,0,Ingreso extra
104,28-06-2024,compra,3000,Retiro parcial
108,2024-07-28,compra,2000,Ingreso de fin de año
115,12-01-2024,deposito,2000,Ingreso mensual
117,2024/04/20,depósito,0,
107,2024/12/28,deposito,3000,Compra en tienda
120,14/12/2024,depósito,2500,Ingreso extra
113,15/02/2024,deposito,0,Ingreso extra
105,2024-10-22,compra,-500,Compra en tienda
115,12-12-2024,compra,1500,Ingreso mensual
104,2024/04/24,compra,3000,
120,12/12/2024,depósito,2000,Ingreso mensual
118,2024/08/21,deposito,-500,Ingreso de fin de año
111,2024/08/02,retiro,1500,Ingreso de fin de año
110,2024/01/16,retiro,-500,Ingreso extra
117,26-01-2024,depósito,2500,Ingreso mensual
107,2024-12-09,deposito,0,Ingreso de fin de año
106,2024-08-03,retiro,-100,
103,2024/09/21,retiro,-1000,Ingreso mensual
112,2024-07-12,deposito,2500,Compra en tienda
115,08/01/2024,retiro,1500,Ingreso de fin de año
106,2024-12-23,retiro,2000,Ingreso mensual
117,24/04/2024,retiro,1000,Ingreso mensual
117,2024-04-07,deposito,1000,Ingreso mensual
101,2024-10-13,retiro,-500,Compra en tienda
102,2024/05/04,deposito,-500,Ingreso extra
112,2024/12/18,retiro,-500,Ingreso de fin de año
104,04/07/2024,compra,1500,Ingreso extra
103,2024/11/03,deposito,1500,Ingreso de fin de año
105,2024/08/14,retiro,2000,Ingreso mensual
108,2024-06-23,compra,,Retiro parcial
105,13-03-2024,retiro,-500,Ingreso navideño
102,2024/05/20,deposito,1500,Ingreso navideño
106,2024-11-18,retiro,0,Ingreso extra
117,2024-03-01,retiro,1000,Compra en tienda
118,12-07-2024,pago,2000,Ingreso extra
105,2024/11/16,retiro,-1000,Ingreso navideño
101,2024/03/21,compra,2500,Ingreso extra
106,06-06-2024,retiro,1000,
117,21/11/2024,retiro,1000,Retiro parcial
110,29-11-2024,compra,1000,Ingreso mensual
108,14/07/2024,compra,0,Retiro parcial
105,14-07-2024,compra,0,Ingreso navideño
113,20/03/2024,retiro,1000,Compra en tienda
117,2024-04-18,deposito,,Ingreso de fin de año
120,24/01/2024,retiro,3000,
119,2024-04-28,deposito,-100,
103,30-01-2024,deposito,2000,Retiro parcial
102,2024/11/22,compra,2500,Retiro parcial
110,2024/09/17,compra,2000,Ingreso de fin de año
107,2024/04/09,pago,2500,Retiro parcial
111,16-10-2024,deposito,1000,Ingreso extra
110,2024/08/06,deposito,2000,Ingreso navideño
119,08/04/2024,deposito,3000,Compra en tienda
105,2024/05/26,deposito,2500,Ingreso de fin de año
111,2024/06/23,retiro,0,
111,07/11/2024,deposito,1000,Ingreso navideño
105,2024/08/08,compra,-500,Ingreso de fin de año
108,27-10-2024,retiro,-100,Retiro parcial
119,2024-10-04,deposito,2500,Ingreso de fin de año
109,2024/06/12,deposito,0,Ingreso de fin de año
120,15/12/2024,deposito,1000,Compra en tienda
118,2024/01/05,compra,-100,Compra en tienda
118,28-10-2024,compra,0,Ingreso de fin de año
115,2024-05-24,compra,1000,Ingreso navideño
102,07-10-2024,compra,-500,Ingreso extra
107,01/07/2024,compra,2000,Ingreso de fin de año
117,18-01-2024,retiro,0,Compra en tienda
120,19/09/2024,deposito,1000,
108,11/11/2024,depósito,-100,Ingreso extra
114,07-04-2024,compra,1000,Retiro parcial
111,03-07-2024,deposito,1000,
120,18/07/2024,depósito,1000,
101,03-11-2024,pago,0,Compra en tienda
110,2024/01/12,compra,0,
120,2024-01-03,compra,2000,
102,2024-09-11,pago,3000,Ingreso extra
112,13/05/2024,retiro,1500,Ingreso navideño
110,2024-10-19,deposito,-100,Retiro parcial
106,2024/02/03,deposito,2000,Ingreso extra
112,2024-12-19,retiro,-100,Ingreso de fin de año
115,2024/11/10,compra,1500,Compra en tienda
106,04/08/2024,retiro,2000,Ingreso mensual
110,2024/03/26,retiro,3000,
115,2024-05-27,retiro,,Ingreso de fin de año
110,31/01/2024,compra,2500,Ingreso extra
104,2024/03/03,retiro,0,Ingreso navideño
107,01/01/2024,compra,2000,Ingreso extra
107,17-01-2024,deposito,2500,Ingreso de fin de año
119,28-12-2024,retiro,2000,Ingreso navideño
104,02/05/2024,compra,-500,
105,01-02-2024,deposito,2500,Ingreso navideño
103,2024-03-25,retiro,-500,Ingreso extra
116,2024-08-24,retiro,2000,Ingreso extra
105,2024-11-25,compra,1000,Ingreso mensual
120,29-11-2024,compra,1500,Ingreso de fin de año
110,10/02/2024,deposito,0,Ingreso de fin de año
119,2024/02/10,deposito,0,Ingreso mensual
102,2024-09-14,deposito,-500,Ingreso de fin de año
115,2024-08-26,retiro,1500,Retiro parcial
109,2024-11-17,compra,3000,Ingreso navideño
112,13/09/2024,deposito,2500,Ingreso de fin de año
103,2024/01/09,compra,2000,Ingreso de fin de año
102,09-01-2024,deposito,1000,Ingreso mensual
107,2024/01/12,compra,1000,Ingreso navideño
101,08/11/2024,deposito,3000,
102,2024/01/24,pago,3000,
118,2024/09/23,retiro,1000,Ingreso navideño
112,01-02-2024,compra,,Ingreso navideño
104,08/05/2024,compra,-500,Compra en tienda
116,2024-12-08,retiro,-100,
105,2024/05/16,deposito,-500,Ingreso navideño
120,2024-05-10,depósito,-100,
108,20/11/2024,pago,2500,Ingreso extra
103,2024/09/10,deposito,1500,
114,09/03/2024,compra,2500,
120,07/05/2024,retiro,1000,Ingreso navideño
106,2024-12-15,pago,0,Compra en tienda
119,10-12-2024,compra,-500,Compra en tienda
116,27/05/2024,compra,2500,
116,03-09-2024,retiro,2500,
118,23/10/2024,deposito,-100,Ingreso mensual
